MonthYear,Station,Station_Type ,Entry_Exit,Trip
Oct-24,Panania  Station,Train,Exit,36651
Oct-24,Panania  Station,Train,Entry,39282
Oct-24,Parramatta  Station,Train,Exit,1047195
Oct-24,Parramatta  Station,Train,Entry,1024870
Oct-24,Paterson  Station,Train,Exit,142
Oct-24,Paterson  Station,Train,Entry,190
Oct-24,Pendle Hill  Station,Train,Exit,70670
Oct-24,Pendle Hill  Station,Train,Entry,75268
Oct-24,Pennant Hills  Station,Train,Exit,39110
Oct-24,Pennant Hills  Station,Train,Entry,40248
Oct-24,Penrith  Station,Train,Exit,183502
Oct-24,Penrith  Station,Train,Entry,180839
Oct-24,Penrose  Station,Train,Exit,Less than 50
Oct-24,Penrose  Station,Train,Entry,Less than 50
Oct-24,Penshurst  Station,Train,Exit,64273
Oct-24,Penshurst  Station,Train,Entry,73678
Oct-24,Petersham  Station,Train,Exit,78120
Oct-24,Petersham  Station,Train,Entry,79713
Oct-24,Picton  Station,Train,Exit,2917
Oct-24,Picton  Station,Train,Entry,3348
Oct-24,Point Clare  Station,Train,Exit,3132
Oct-24,Point Clare  Station,Train,Entry,3695
Oct-24,Port Kembla North  Station,Train,Exit,319
Oct-24,Port Kembla North  Station,Train,Entry,352
Oct-24,Port Kembla  Station,Train,Exit,1483
Oct-24,Port Kembla  Station,Train,Entry,1835
Oct-24,Pymble  Station,Train,Exit,46820
Oct-24,Pymble  Station,Train,Entry,50310
Oct-24,Quakers Hill  Station,Train,Exit,55456
Oct-24,Quakers Hill  Station,Train,Entry,60873
Oct-24,Redfern  Station,Train,Exit,687905
Oct-24,Redfern  Station,Train,Entry,639514
Oct-24,Regents Park  Station,Train,Exit,37275
Oct-24,Regents Park  Station,Train,Entry,39575
Oct-24,Revesby  Station,Train,Exit,126089
Oct-24,Revesby  Station,Train,Entry,128028
Oct-24,Rhodes  Station,Train,Exit,237856
Oct-24,Rhodes  Station,Train,Entry,239950
Oct-24,Richmond  Station,Train,Exit,15676
Oct-24,Richmond  Station,Train,Entry,18040
Oct-24,Riverstone  Station,Train,Exit,27543
Oct-24,Riverstone  Station,Train,Entry,30280
Oct-24,Riverwood  Station,Train,Exit,79157
Oct-24,Riverwood  Station,Train,Entry,83942
Oct-24,Rockdale  Station,Train,Exit,244713
Oct-24,Rockdale  Station,Train,Entry,252969
Oct-24,Rooty Hill  Station,Train,Exit,84793
Oct-24,Rooty Hill  Station,Train,Entry,89215
Oct-24,Roseville  Station,Train,Exit,63887
Oct-24,Roseville  Station,Train,Entry,67071
Oct-24,Rouse Hill  Station,Metro,Exit,123798
Oct-24,Rouse Hill  Station,Metro,Entry,118600
Oct-24,Rydal  Station,Train,Exit,Less than 50
Oct-24,Rydal  Station,Train,Entry,Less than 50
Oct-24,Rydalmere Station,Train,Exit,1772
Oct-24,Rydalmere Station,Train,Entry,1794
Oct-24,Sandgate  Station,Train,Exit,337
Oct-24,Sandgate  Station,Train,Entry,454
Oct-24,Scarborough  Station,Train,Exit,555
Oct-24,Scarborough  Station,Train,Entry,505
Oct-24,Schofields  Station,Train,Exit,99183
Oct-24,Schofields  Station,Train,Entry,105359
Oct-24,Scone  Station,Train,Exit,378
Oct-24,Scone  Station,Train,Entry,468
Oct-24,Sefton  Station,Train,Exit,18796
Oct-24,Sefton  Station,Train,Entry,20284
Oct-24,Seven Hills  Station,Train,Exit,138777
Oct-24,Seven Hills  Station,Train,Entry,145935
Oct-24,Shellharbour Junction  Station,Train,Exit,3967
Oct-24,Shellharbour Junction  Station,Train,Entry,4523
Oct-24,Singleton  Station,Train,Exit,722
Oct-24,Singleton  Station,Train,Entry,765
Oct-24,Springwood  Station,Train,Exit,20416
Oct-24,Springwood  Station,Train,Entry,21233
Oct-24,St James  Station,Train,Exit,188284
Oct-24,St James  Station,Train,Entry,170765
Oct-24,St Leonards  Station,Train,Exit,263371
Oct-24,St Leonards  Station,Train,Entry,263314
Oct-24,St Marys  Station,Train,Exit,103991
Oct-24,St Marys  Station,Train,Entry,107770
Oct-24,St Peters  Station,Train,Exit,63356
Oct-24,St Peters  Station,Train,Entry,70946
Oct-24,Stanmore  Station,Train,Exit,66665
Oct-24,Stanmore  Station,Train,Entry,71694
Oct-24,Stanwell Park  Station,Train,Exit,1380
Oct-24,Stanwell Park  Station,Train,Entry,1402
Oct-24,Strathfield  Station,Train,Exit,661033
Oct-24,Strathfield  Station,Train,Entry,682864
Oct-24,Summer Hill  Station,Train,Exit,75768
Oct-24,Summer Hill  Station,Train,Entry,81146
Oct-24,Sutherland  Station,Train,Exit,158565
Oct-24,Sutherland  Station,Train,Entry,161496
Oct-24,Sydenham  Station,Shared,Exit,493034
Oct-24,Sydenham  Station,Shared,Entry,513095
Oct-24,Tahmoor  Station,Train,Exit,3191
Oct-24,Tahmoor  Station,Train,Entry,3537
Oct-24,Tallawong  Station,Metro,Exit,158297
Oct-24,Tallawong  Station,Metro,Entry,168329
Oct-24,Tallong  Station,Train,Exit,Less than 50
Oct-24,Tallong  Station,Train,Entry,Less than 50
Oct-24,Tarana  Station,Train,Exit,100
Oct-24,Tarana  Station,Train,Entry,125
Oct-24,Tarro  Station,Train,Exit,133
Oct-24,Tarro  Station,Train,Entry,157
Oct-24,Tascott  Station,Train,Exit,2070
Oct-24,Tascott  Station,Train,Entry,2613
Oct-24,Telarah  Station,Train,Exit,2480
Oct-24,Telarah  Station,Train,Entry,3000
Oct-24,Telopea Station,Train,Exit,2642
Oct-24,Telopea Station,Train,Entry,2992
Oct-24,Tempe  Station,Train,Exit,32974
Oct-24,Tempe  Station,Train,Entry,34790
Oct-24,Teralba  Station,Train,Exit,1122
Oct-24,Teralba  Station,Train,Entry,1270
Oct-24,Thirroul  Station,Train,Exit,22336
Oct-24,Thirroul  Station,Train,Entry,23157
Oct-24,Thornleigh  Station,Train,Exit,37746
Oct-24,Thornleigh  Station,Train,Entry,39022
Oct-24,Thornton  Station,Train,Exit,5624
Oct-24,Thornton  Station,Train,Entry,6300
Oct-24,Toongabbie  Station,Train,Exit,66597
Oct-24,Toongabbie  Station,Train,Entry,70288
Oct-24,Town Hall  Station,Train,Exit,1843630
Oct-24,Town Hall  Station,Train,Entry,1952474
Oct-24,Towradgi  Station,Train,Exit,1464
Oct-24,Towradgi  Station,Train,Entry,1729
Oct-24,Tuggerah  Station,Train,Exit,26170
Oct-24,Tuggerah  Station,Train,Entry,27228
Oct-24,Turramurra  Station,Train,Exit,82553
Oct-24,Turramurra  Station,Train,Entry,85857
Oct-24,Turrella  Station,Train,Exit,25183
Oct-24,Turrella  Station,Train,Entry,27440
Oct-24,Unanderra  Station,Train,Exit,8608
Oct-24,Unanderra  Station,Train,Entry,9661
Oct-24,Valley Heights  Station,Train,Exit,1105
Oct-24,Valley Heights  Station,Train,Entry,1321
Oct-24,Victoria Cross  Station,Metro,Exit,354722
Oct-24,Victoria Cross  Station,Metro,Entry,363165
Oct-24,Victoria Street  Station,Train,Exit,6844
Oct-24,Victoria Street  Station,Train,Entry,7269
Oct-24,Villawood  Station,Train,Exit,11735
Oct-24,Villawood  Station,Train,Entry,12175
Oct-24,Vineyard  Station,Train,Exit,3697
Oct-24,Vineyard  Station,Train,Entry,3938
Oct-24,Wahroonga  Station,Train,Exit,41492
Oct-24,Wahroonga  Station,Train,Entry,43208
Oct-24,Waitara  Station,Train,Exit,64679
Oct-24,Waitara  Station,Train,Entry,67732
Oct-24,Wallarobba  Station,Train,Exit,Less than 50
Oct-24,Wallarobba  Station,Train,Entry,Less than 50
Oct-24,Warabrook  Station,Train,Exit,4742
Oct-24,Warabrook  Station,Train,Entry,4831
Oct-24,Waratah  Station,Train,Exit,3970
Oct-24,Waratah  Station,Train,Entry,4271
Oct-24,Warnervale  Station,Train,Exit,5172
Oct-24,Warnervale  Station,Train,Entry,5917
Oct-24,Warrawee  Station,Train,Exit,18512
Oct-24,Warrawee  Station,Train,Entry,20251
Oct-24,Warrimoo  Station,Train,Exit,2460
Oct-24,Warrimoo  Station,Train,Entry,2547
Oct-24,Warwick Farm  Station,Train,Exit,54423
Oct-24,Warwick Farm  Station,Train,Entry,60292
Oct-24,Waterfall  Station,Train,Exit,9800
Oct-24,Waterfall  Station,Train,Entry,9616
Oct-24,Waterloo  Station,Metro,Exit,133420
Oct-24,Waterloo  Station,Metro,Entry,138067
Oct-24,Waverton  Station,Train,Exit,41402
Oct-24,Waverton  Station,Train,Entry,46699
Oct-24,Wentworth Falls  Station,Train,Exit,8346
Oct-24,Wentworth Falls  Station,Train,Entry,8434
Oct-24,Wentworthville  Station,Train,Exit,91753
Oct-24,Wentworthville  Station,Train,Entry,96060
Oct-24,Werrington  Station,Train,Exit,27299
Oct-24,Werrington  Station,Train,Entry,30581
Oct-24,West Ryde  Station,Train,Exit,115443
Oct-24,West Ryde  Station,Train,Entry,116013
Oct-24,Westmead  Station,Train,Exit,154733
Oct-24,Westmead  Station,Train,Entry,166285
Oct-24,Windsor  Station,Train,Exit,16926
Oct-24,Windsor  Station,Train,Entry,17351
Oct-24,Wingello  Station,Train,Exit,Less than 50
Oct-24,Wingello  Station,Train,Entry,52
Oct-24,Wirragulla  Station,Train,Exit,Less than 50
Oct-24,Wirragulla  Station,Train,Entry,Less than 50
Oct-24,Wolli Creek  Station,Train,Exit,231665
Oct-24,Wolli Creek  Station,Train,Entry,233447
Oct-24,Wollongong  Station,Train,Exit,47770
Oct-24,Wollongong  Station,Train,Entry,48262
Oct-24,Wollstonecraft  Station,Train,Exit,45662
Oct-24,Wollstonecraft  Station,Train,Entry,49773
Oct-24,Wombarra  Station,Train,Exit,587
Oct-24,Wombarra  Station,Train,Entry,732
Oct-24,Wondabyne  Station,Train,Exit,494
Oct-24,Wondabyne  Station,Train,Entry,436
Oct-24,Woodford  Station,Train,Exit,1842
Oct-24,Woodford  Station,Train,Entry,1844
Oct-24,Woolooware  Station,Train,Exit,26520
Oct-24,Woolooware  Station,Train,Entry,28086
Oct-24,Woonona  Station,Train,Exit,2324
Oct-24,Woonona  Station,Train,Entry,2731
Oct-24,Woy Woy  Station,Train,Exit,83580
Oct-24,Woy Woy  Station,Train,Entry,83454
Oct-24,Wyee  Station,Train,Exit,5621
Oct-24,Wyee  Station,Train,Entry,6401
Oct-24,Wynyard  Station,Train,Exit,1269882
Oct-24,Wynyard  Station,Train,Entry,1208001
Oct-24,Wyong  Station,Train,Exit,28617
Oct-24,Wyong  Station,Train,Entry,30879
Oct-24,Yagoona  Station,Train,Exit,9058
Oct-24,Yagoona  Station,Train,Entry,9891
Oct-24,Yennora  Station,Train,Exit,28131
Oct-24,Yennora  Station,Train,Entry,27898
Oct-24,Yerrinbool  Station,Train,Exit,418
Oct-24,Yerrinbool  Station,Train,Entry,456
Oct-24,Zig Zag  Station,Train,Exit,Less than 50
Oct-24,Zig Zag  Station,Train,Entry,Less than 50
Nov-24,Aberdeen  Station,Train,Exit,Less than 50
Nov-24,Aberdeen  Station,Train,Entry,Less than 50
Nov-24,Adamstown  Station,Train,Exit,2416
Nov-24,Adamstown  Station,Train,Entry,2401
Nov-24,Albion Park  Station,Train,Exit,5993
Nov-24,Albion Park  Station,Train,Entry,6875
Nov-24,Allawah  Station,Train,Exit,55064
Nov-24,Allawah  Station,Train,Entry,61103
Nov-24,Arncliffe  Station,Train,Exit,52697
Nov-24,Arncliffe  Station,Train,Entry,58465
Nov-24,Artarmon  Station,Train,Exit,95886
Nov-24,Artarmon  Station,Train,Entry,101996
Nov-24,Ashfield  Station,Train,Exit,262657
Nov-24,Ashfield  Station,Train,Entry,264605
Nov-24,Asquith  Station,Train,Exit,25898
Nov-24,Asquith  Station,Train,Entry,29018
Nov-24,Auburn  Station,Train,Exit,357041
Nov-24,Auburn  Station,Train,Entry,373382
Nov-24,Austinmer  Station,Train,Exit,1934
Nov-24,Austinmer  Station,Train,Entry,2416
Nov-24,Awaba  Station,Train,Exit,341
Nov-24,Awaba  Station,Train,Entry,411
Nov-24,Banksia  Station,Train,Exit,32430
Nov-24,Banksia  Station,Train,Entry,35627
Nov-24,Bankstown  Station,Train,Exit,107378
Nov-24,Bankstown  Station,Train,Entry,102807
Nov-24,Barangaroo  Station,Metro,Exit,207695
Nov-24,Barangaroo  Station,Metro,Entry,188963
Nov-24,Bardwell Park  Station,Train,Exit,24435
Nov-24,Bardwell Park  Station,Train,Entry,26477
Nov-24,Bargo  Station,Train,Exit,908
Nov-24,Bargo  Station,Train,Entry,1090
Nov-24,Bathurst  Station,Train,Exit,1781
Nov-24,Bathurst  Station,Train,Entry,2751
Nov-24,Beecroft  Station,Train,Exit,30308
Nov-24,Beecroft  Station,Train,Entry,31404
Nov-24,Bell  Station,Train,Exit,67
Nov-24,Bell  Station,Train,Entry,61
Nov-24,Bella Vista  Station,Metro,Exit,75846
Nov-24,Bella Vista  Station,Metro,Entry,77715
Nov-24,Bellambi  Station,Train,Exit,2151
Nov-24,Bellambi  Station,Train,Entry,2544
Nov-24,Berala  Station,Train,Exit,43588
Nov-24,Berala  Station,Train,Entry,45428
Nov-24,Beresfield  Station,Train,Exit,3207
Nov-24,Beresfield  Station,Train,Entry,3606
Nov-24,Berowra  Station,Train,Exit,22911
Nov-24,Berowra  Station,Train,Entry,25130
Nov-24,Berry  Station,Train,Exit,1541
Nov-24,Berry  Station,Train,Entry,1659
Nov-24,Beverly Hills  Station,Train,Exit,41499
Nov-24,Beverly Hills  Station,Train,Entry,46742
Nov-24,Bexley North  Station,Train,Exit,28214
Nov-24,Bexley North  Station,Train,Entry,31113
Nov-24,Birrong  Station,Train,Exit,11453
Nov-24,Birrong  Station,Train,Entry,11601
Nov-24,Blackheath  Station,Train,Exit,4731
Nov-24,Blackheath  Station,Train,Entry,5009
Nov-24,Blacktown  Station,Train,Exit,392318
Nov-24,Blacktown  Station,Train,Entry,383436
Nov-24,Blaxland  Station,Train,Exit,9214
Nov-24,Blaxland  Station,Train,Entry,10376
Nov-24,Bomaderry  Station,Train,Exit,6267
Nov-24,Bomaderry  Station,Train,Entry,7572
Nov-24,Bombo  Station,Train,Exit,486
Nov-24,Bombo  Station,Train,Entry,750
Nov-24,Bondi Junction  Station,Train,Exit,607849
Nov-24,Bondi Junction  Station,Train,Entry,617284
Nov-24,Booragul  Station,Train,Exit,640
Nov-24,Booragul  Station,Train,Entry,659
Nov-24,Bowral  Station,Train,Exit,4544
Nov-24,Bowral  Station,Train,Entry,4837
Nov-24,Branxton  Station,Train,Exit,138
Nov-24,Branxton  Station,Train,Entry,161
Nov-24,Broadmeadow  Station,Train,Exit,19326
Nov-24,Broadmeadow  Station,Train,Entry,21874
Nov-24,Bullaburra  Station,Train,Exit,1031
Nov-24,Bullaburra  Station,Train,Entry,1142
Nov-24,Bulli  Station,Train,Exit,3145
Nov-24,Bulli  Station,Train,Entry,3556
Nov-24,Bundanoon  Station,Train,Exit,245
Nov-24,Bundanoon  Station,Train,Entry,337
Nov-24,Burradoo  Station,Train,Exit,238
Nov-24,Burradoo  Station,Train,Entry,220
Nov-24,Burwood  Station,Train,Exit,524549
Nov-24,Burwood  Station,Train,Entry,512587
Nov-24,Cabramatta  Station,Train,Exit,173561
Nov-24,Cabramatta  Station,Train,Entry,176704
Nov-24,Camellia Station,Train,Exit,2973
Nov-24,Camellia Station,Train,Entry,4373
Nov-24,Campbelltown  Station,Train,Exit,127961
Nov-24,Campbelltown  Station,Train,Entry,129235
Nov-24,Canley Vale  Station,Train,Exit,50803
Nov-24,Canley Vale  Station,Train,Entry,55861
Nov-24,Cardiff  Station,Train,Exit,19061
Nov-24,Cardiff  Station,Train,Entry,21127
Nov-24,Caringbah  Station,Train,Exit,55550
Nov-24,Caringbah  Station,Train,Entry,60245
Nov-24,Carlingford Station,Train,Exit,2402
Nov-24,Carlingford Station,Train,Entry,2745
Nov-24,Carlton  Station,Train,Exit,58965
Nov-24,Carlton  Station,Train,Entry,63545
Nov-24,Carramar  Station,Train,Exit,11492
Nov-24,Carramar  Station,Train,Entry,13114
Nov-24,Castle Hill  Station,Metro,Exit,189221
Nov-24,Castle Hill  Station,Metro,Entry,178955
Nov-24,Casula  Station,Train,Exit,8263
Nov-24,Casula  Station,Train,Entry,9037
Nov-24,Central  Station,Shared,Exit,2094406
Nov-24,Central  Station,Shared,Entry,2036065
Nov-24,Chatswood  Station,Shared,Exit,822655
Nov-24,Chatswood  Station,Shared,Entry,797257
Nov-24,Cheltenham  Station,Train,Exit,17628
Nov-24,Cheltenham  Station,Train,Entry,21194
Nov-24,Cherrybrook  Station,Metro,Exit,108868
Nov-24,Cherrybrook  Station,Metro,Entry,114714
Nov-24,Chester Hill  Station,Train,Exit,23780
Nov-24,Chester Hill  Station,Train,Entry,25114
Nov-24,Circular Quay  Station,Train,Exit,646875
Nov-24,Circular Quay  Station,Train,Entry,659339
Nov-24,Clarendon  Station,Train,Exit,1426
Nov-24,Clarendon  Station,Train,Entry,1423
Nov-24,Clyde  Station,Train,Exit,22398
Nov-24,Clyde  Station,Train,Entry,23524
Nov-24,Coalcliff  Station,Train,Exit,481
Nov-24,Coalcliff  Station,Train,Entry,469
Nov-24,Cockle Creek  Station,Train,Exit,1188
Nov-24,Cockle Creek  Station,Train,Entry,1212
Nov-24,Coledale  Station,Train,Exit,799
Nov-24,Coledale  Station,Train,Entry,950
Nov-24,Como  Station,Train,Exit,12530
Nov-24,Como  Station,Train,Entry,15010
Nov-24,Concord West  Station,Train,Exit,43484
Nov-24,Concord West  Station,Train,Entry,46399
Nov-24,Coniston  Station,Train,Exit,5207
Nov-24,Coniston  Station,Train,Entry,5632
Nov-24,Corrimal  Station,Train,Exit,2737
Nov-24,Corrimal  Station,Train,Entry,3183
Nov-24,Cowan  Station,Train,Exit,1043
Nov-24,Cowan  Station,Train,Entry,1069
Nov-24,Cringila  Station,Train,Exit,316
Nov-24,Cringila  Station,Train,Entry,258
Nov-24,Cronulla  Station,Train,Exit,65865
Nov-24,Cronulla  Station,Train,Entry,65704
Nov-24,Crows Nest  Station,Metro,Exit,254961
Nov-24,Crows Nest  Station,Metro,Entry,251915
Nov-24,Croydon  Station,Train,Exit,49428
Nov-24,Croydon  Station,Train,Entry,55074
Nov-24,Dapto  Station,Train,Exit,10372
Nov-24,Dapto  Station,Train,Entry,11257
Nov-24,Denistone  Station,Train,Exit,10842
Nov-24,Denistone  Station,Train,Entry,12232
Nov-24,Domestic Bus,Train,Exit,154
Nov-24,Domestic Bus,Train,Entry,618
Nov-24,Domestic  Station,Train,Exit,216327
Nov-24,Domestic  Station,Train,Entry,246287
Nov-24,Doonside  Station,Train,Exit,58721
Nov-24,Doonside  Station,Train,Entry,65482
Nov-24,Dora Creek  Station,Train,Exit,862
Nov-24,Dora Creek  Station,Train,Entry,852
Nov-24,Douglas Park  Station,Train,Exit,451
Nov-24,Douglas Park  Station,Train,Entry,445
Nov-24,Dundas Station,Train,Exit,2584
Nov-24,Dundas Station,Train,Entry,2650
Nov-24,Dungog  Station,Train,Exit,331
Nov-24,Dungog  Station,Train,Entry,424
Nov-24,East Hills  Station,Train,Exit,22778
Nov-24,East Hills  Station,Train,Entry,22713
Nov-24,East Maitland  Station,Train,Exit,501
Nov-24,East Maitland  Station,Train,Entry,567
Nov-24,East Richmond  Station,Train,Exit,4800
Nov-24,East Richmond  Station,Train,Entry,4211
Nov-24,Eastwood  Station,Train,Exit,167147
Nov-24,Eastwood  Station,Train,Entry,165955
Nov-24,Edgecliff  Station,Train,Exit,201750
Nov-24,Edgecliff  Station,Train,Entry,208956
Nov-24,Edmondson Park  Station,Train,Exit,89143
Nov-24,Edmondson Park  Station,Train,Entry,93719
Nov-24,Emu Plains  Station,Train,Exit,23074
Nov-24,Emu Plains  Station,Train,Entry,24603
Nov-24,Engadine  Station,Train,Exit,25348
Nov-24,Engadine  Station,Train,Entry,27431
Nov-24,Epping  Station,Shared,Exit,363876
Nov-24,Epping  Station,Shared,Entry,371170
Nov-24,Erskineville  Station,Train,Exit,54371
Nov-24,Erskineville  Station,Train,Entry,59853
Nov-24,Exeter  Station,Train,Exit,62
Nov-24,Exeter  Station,Train,Entry,100
Nov-24,Fairfield  Station,Train,Exit,140740
Nov-24,Fairfield  Station,Train,Entry,144694
Nov-24,Fairy Meadow  Station,Train,Exit,2500
Nov-24,Fairy Meadow  Station,Train,Entry,2852
Nov-24,Fassifern  Station,Train,Exit,8199
Nov-24,Fassifern  Station,Train,Entry,9105
Nov-24,Faulconbridge  Station,Train,Exit,1740
Nov-24,Faulconbridge  Station,Train,Entry,1799
Nov-24,Flemington  Station,Train,Exit,121186
Nov-24,Flemington  Station,Train,Entry,126546
Nov-24,Gadigal  Station,Metro,Exit,443187
Nov-24,Gadigal  Station,Metro,Entry,423889
Nov-24,Gerringong  Station,Train,Exit,1041
Nov-24,Gerringong  Station,Train,Entry,1018
Nov-24,Glenbrook  Station,Train,Exit,8155
Nov-24,Glenbrook  Station,Train,Entry,8906
Nov-24,Glenfield  Station,Train,Exit,126857
Nov-24,Glenfield  Station,Train,Entry,135246
Nov-24,Gordon  Station,Train,Exit,147189
Nov-24,Gordon  Station,Train,Entry,151986
Nov-24,Gosford  Station,Train,Exit,95222
Nov-24,Gosford  Station,Train,Entry,96022
Nov-24,Goulburn  Station,Train,Exit,695
Nov-24,Goulburn  Station,Train,Entry,1036
Nov-24,Granville  Station,Train,Exit,162946
Nov-24,Granville  Station,Train,Entry,174077
Nov-24,Green Square  Station,Train,Exit,236726
Nov-24,Green Square  Station,Train,Entry,246970
Nov-24,Greta  Station,Train,Exit,Less than 50
Nov-24,Greta  Station,Train,Entry,Less than 50
Nov-24,Guildford  Station,Train,Exit,63096
Nov-24,Guildford  Station,Train,Entry,70816
Nov-24,Gymea  Station,Train,Exit,40722
Nov-24,Gymea  Station,Train,Entry,45118
Nov-24,Hamilton  Station,Train,Exit,15084
Nov-24,Hamilton  Station,Train,Entry,15442
Nov-24,Harris Park  Station,Train,Exit,67090
Nov-24,Harris Park  Station,Train,Entry,66000
Nov-24,Hawkesbury River  Station,Train,Exit,6216
Nov-24,Hawkesbury River  Station,Train,Entry,6151
Nov-24,Hazelbrook  Station,Train,Exit,5135
Nov-24,Hazelbrook  Station,Train,Entry,5684
Nov-24,Heathcote  Station,Train,Exit,11327
Nov-24,Heathcote  Station,Train,Entry,11779
Nov-24,Helensburgh  Station,Train,Exit,8604
Nov-24,Helensburgh  Station,Train,Entry,9700
Nov-24,Hexham  Station,Train,Exit,241
Nov-24,Hexham  Station,Train,Entry,288
Nov-24,High Street  Station,Train,Exit,356
Nov-24,High Street  Station,Train,Entry,306
Nov-24,Hilldale  Station,Train,Exit,Less than 50
Nov-24,Hilldale  Station,Train,Entry,Less than 50
Nov-24,Hills Showground  Station,Metro,Exit,93419
Nov-24,Hills Showground  Station,Metro,Entry,97234
Nov-24,Holsworthy  Station,Train,Exit,60221
Nov-24,Holsworthy  Station,Train,Entry,65564
Nov-24,Homebush  Station,Train,Exit,91696
Nov-24,Homebush  Station,Train,Entry,95696
Nov-24,Hornsby  Station,Train,Exit,292113
Nov-24,Hornsby  Station,Train,Entry,288901
Nov-24,Hurstville  Station,Train,Exit,479330
Nov-24,Hurstville  Station,Train,Entry,473019
Nov-24,Ingleburn  Station,Train,Exit,67595
Nov-24,Ingleburn  Station,Train,Entry,68337
Nov-24,International Bus,Train,Exit,163
Nov-24,International Bus,Train,Entry,490
Nov-24,International  Station,Train,Exit,140033
Nov-24,International  Station,Train,Entry,146507
Nov-24,Jannali  Station,Train,Exit,51475
Nov-24,Jannali  Station,Train,Entry,55472
Nov-24,Katoomba  Station,Train,Exit,29493
Nov-24,Katoomba  Station,Train,Entry,29972
Nov-24,Kellyville  Station,Metro,Exit,95070
Nov-24,Kellyville  Station,Metro,Entry,97555
Nov-24,Kembla Grange  Station,Train,Exit,775
Nov-24,Kembla Grange  Station,Train,Entry,653
Nov-24,Kiama  Station,Train,Exit,12955
Nov-24,Kiama  Station,Train,Entry,13514
Nov-24,Killara  Station,Train,Exit,42479
Nov-24,Killara  Station,Train,Entry,44828
Nov-24,Kings Cross  Station,Train,Exit,382624
Nov-24,Kings Cross  Station,Train,Entry,368657
Nov-24,Kingsgrove  Station,Train,Exit,49565
Nov-24,Kingsgrove  Station,Train,Entry,53037
Nov-24,Kingswood  Station,Train,Exit,47384
Nov-24,Kingswood  Station,Train,Entry,51611
Nov-24,Kirrawee  Station,Train,Exit,39296
Nov-24,Kirrawee  Station,Train,Entry,41676
Nov-24,Kogarah  Station,Train,Exit,248534
Nov-24,Kogarah  Station,Train,Entry,257902
Nov-24,Koolewong  Station,Train,Exit,1080
Nov-24,Koolewong  Station,Train,Entry,1431
Nov-24,Kotara  Station,Train,Exit,1503
Nov-24,Kotara  Station,Train,Entry,1192
Nov-24,Lapstone  Station,Train,Exit,1559
Nov-24,Lapstone  Station,Train,Entry,1737
Nov-24,Lawson  Station,Train,Exit,3007
Nov-24,Lawson  Station,Train,Entry,3198
Nov-24,Leightonfield  Station,Train,Exit,5048
Nov-24,Leightonfield  Station,Train,Entry,6025
Nov-24,Leppington  Station,Train,Exit,89198
Nov-24,Leppington  Station,Train,Entry,94047
Nov-24,Leumeah  Station,Train,Exit,50470
Nov-24,Leumeah  Station,Train,Entry,53875
Nov-24,Leura  Station,Train,Exit,7171
Nov-24,Leura  Station,Train,Entry,9321
Nov-24,Lewisham  Station,Train,Exit,59286
Nov-24,Lewisham  Station,Train,Entry,64814
Nov-24,Lidcombe  Station,Train,Exit,339334
Nov-24,Lidcombe  Station,Train,Entry,350692
Nov-24,Linden  Station,Train,Exit,243
Nov-24,Linden  Station,Train,Entry,304
Nov-24,Lindfield  Station,Train,Exit,85067
Nov-24,Lindfield  Station,Train,Entry,88728
Nov-24,Lisarow  Station,Train,Exit,2686
Nov-24,Lisarow  Station,Train,Entry,3154
Nov-24,Lithgow  Station,Train,Exit,4819
Nov-24,Lithgow  Station,Train,Entry,5315
Nov-24,Liverpool  Station,Train,Exit,195793
Nov-24,Liverpool  Station,Train,Entry,199547
Nov-24,Lochinvar  Station,Train,Exit,Less than 50
Nov-24,Lochinvar  Station,Train,Entry,Less than 50
Nov-24,Loftus  Station,Train,Exit,7722
Nov-24,Loftus  Station,Train,Entry,8761
Nov-24,Lysaghts  Station,Train,Exit,Less than 50
Nov-24,Lysaghts  Station,Train,Entry,Less than 50
Nov-24,Macarthur  Station,Train,Exit,61656
Nov-24,Macarthur  Station,Train,Entry,64680
Nov-24,Macdonaldtown  Station,Train,Exit,24934
Nov-24,Macdonaldtown  Station,Train,Entry,25278
Nov-24,Macquarie Fields  Station,Train,Exit,20075
Nov-24,Macquarie Fields  Station,Train,Entry,21445
Nov-24,Macquarie Park  Station,Metro,Exit,103730
Nov-24,Macquarie Park  Station,Metro,Entry,105067
Nov-24,Macquarie University  Station,Metro,Exit,342270
Nov-24,Macquarie University  Station,Metro,Entry,339763
Nov-24,Maitland  Station,Train,Exit,8088
Nov-24,Maitland  Station,Train,Entry,8811
Nov-24,Marayong  Station,Train,Exit,22060
Nov-24,Marayong  Station,Train,Entry,23994
Nov-24,Martin Place  Station,Shared,Exit,901100
Nov-24,Martin Place  Station,Shared,Entry,810849
Nov-24,Martins Creek  Station,Train,Exit,Less than 50
Nov-24,Martins Creek  Station,Train,Entry,Less than 50
Nov-24,Marulan  Station,Train,Exit,Less than 50
Nov-24,Marulan  Station,Train,Entry,63
Nov-24,Mascot  Station,Train,Exit,400147
Nov-24,Mascot  Station,Train,Entry,400036
Nov-24,Meadowbank  Station,Train,Exit,106985
Nov-24,Meadowbank  Station,Train,Entry,118297
Nov-24,Medlow Bath  Station,Train,Exit,724
Nov-24,Medlow Bath  Station,Train,Entry,865
Nov-24,Menangle Park  Station,Train,Exit,292
Nov-24,Menangle Park  Station,Train,Entry,334
